Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1964,52,Male,Shorts,Clothing,30,MI,L,Pink,Spring,3.9,No,Standard,No,No,11,Credit Card,Weekly
1965,40,Male,Pants,Clothing,51,WV,S,Cyan,Summer,4.6,No,Express,No,No,50,Debit Card,Monthly
1966,67,Male,Sweater,Clothing,90,IN,M,White,Fall,4.9,No,Express,No,No,25,Debit Card,Quarterly
1967,67,Male,Jacket,Outerwear,95,IN,XL,Purple,Winter,3.7,No,Express,No,No,5,Credit Card,Fortnightly
1968,37,Male,Dress,Clothing,81,GA,L,Yellow,Fall,3.7,No,Standard,No,No,4,Venmo,Annually
1969,67,Male,Shirt,Clothing,70,MN,S,Blue,Spring,4.2,No,Standard,No,No,25,Credit Card,Weekly
1970,64,Male,Dress,Clothing,32,LA,S,Cyan,Winter,3.5,No,Next Day Air,No,No,11,Bank Transfer,Fortnightly
1971,28,Male,Belt,Accessories,94,MD,M,Indigo,Spring,2.9,No,Next Day Air,No,No,4,Credit Card,Bi-Weekly
1972,54,Male,Hat,Accessories,29,PA,XL,Indigo,Spring,3.4,No,Next Day Air,No,No,1,Venmo,Monthly
1973,54,Male,Backpack,Accessories,31,LA,M,Silver,Summer,3.3,No,Express,No,No,48,PayPal,Every 3 Months
1974,24,Male,Skirt,Clothing,20,MD,XL,Red,Fall,4.5,No,Standard,No,No,9,Venmo,Every 3 Months
1975,27,Male,Gloves,Accessories,44,TN,M,Peach,Winter,4.6,No,2-Day Shipping,No,No,2,PayPal,Fortnightly
1976,53,Male,Jacket,Outerwear,77,IL,L,Turquoise,Fall,2.9,No,Express,No,No,4,Cash,Quarterly
1977,32,Male,Handbag,Accessories,51,WY,M,Pink,Spring,3.2,No,Next Day Air,No,No,43,PayPal,Fortnightly
1978,24,Male,Sandals,Footwear,49,FL,M,Teal,Summer,2.6,No,Free Shipping,No,No,32,Bank Transfer,Annually
1979,45,Male,Sunglasses,Accessories,78,MA,L,Magenta,Spring,3.8,No,Store Pickup,No,No,1,Cash,Quarterly
1980,49,Male,Jeans,Clothing,98,TN,L,Blue,Spring,2.8,No,Store Pickup,No,No,38,Debit Card,Fortnightly
1981,51,Male,Sandals,Footwear,94,IA,M,Green,Winter,4.4,No,Store Pickup,No,No,25,PayPal,Fortnightly
1982,69,Male,Shoes,Footwear,91,MI,L,Violet,Summer,4.7,No,Express,No,No,42,PayPal,Quarterly
1983,41,Male,Sunglasses,Accessories,77,KS,M,Turquoise,Summer,2.7,No,2-Day Shipping,No,No,32,PayPal,Monthly
1984,59,Male,Scarf,Accessories,97,GA,M,Pink,Summer,2.6,No,Next Day Air,No,No,21,Debit Card,Quarterly
1985,26,Male,Skirt,Clothing,58,WV,M,Black,Summer,3.4,No,2-Day Shipping,No,No,26,PayPal,Fortnightly
1986,23,Male,Gloves,Accessories,97,TN,M,Gold,Spring,3.9,No,2-Day Shipping,No,No,6,Credit Card,Fortnightly
1987,62,Male,Coat,Outerwear,48,AR,L,Green,Summer,3.4,No,2-Day Shipping,No,No,14,Venmo,Quarterly
1988,69,Male,Belt,Accessories,23,VT,XL,White,Summer,3.4,No,Express,No,No,4,Cash,Quarterly
1989,46,Male,Pants,Clothing,79,VA,M,Gold,Winter,3.9,No,Free Shipping,No,No,26,Bank Transfer,Weekly
1990,35,Male,Jewelry,Accessories,42,MD,S,Charcoal,Spring,4.0,No,Express,No,No,39,PayPal,Bi-Weekly
1991,32,Male,Backpack,Accessories,95,CT,L,White,Spring,3.4,No,2-Day Shipping,No,No,15,PayPal,Annually
1992,46,Male,Sneakers,Footwear,29,MO,M,Brown,Summer,3.7,No,Next Day Air,No,No,1,Venmo,Every 3 Months
1993,33,Male,Hoodie,Clothing,98,NJ,L,Gold,Winter,4.9,No,2-Day Shipping,No,No,28,Venmo,Monthly
1994,32,Male,Blouse,Clothing,96,AR,S,Purple,Spring,5.0,No,Express,No,No,17,Cash,Weekly
1995,33,Male,Sunglasses,Accessories,66,NV,M,Brown,Fall,2.9,No,Next Day Air,No,No,24,Credit Card,Weekly
1996,67,Male,Boots,Footwear,80,MO,S,Teal,Spring,3.0,No,Standard,No,No,29,Debit Card,Quarterly
1997,67,Male,Sneakers,Footwear,27,SD,L,Indigo,Summer,3.3,No,Next Day Air,No,No,18,Cash,Every 3 Months
1998,42,Male,Backpack,Accessories,25,CT,M,Purple,Fall,4.7,No,Express,No,No,10,Debit Card,Bi-Weekly
1999,20,Male,Pants,Clothing,45,VT,M,Orange,Fall,3.4,No,2-Day Shipping,No,No,19,Cash,Quarterly
2000,39,Male,Socks,Clothing,89,TN,L,Indigo,Winter,4.6,No,2-Day Shipping,No,No,26,Debit Card,Monthly
2001,26,Male,Belt,Accessories,27,CA,M,Lavender,Winter,3.6,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly
2002,51,Male,Sunglasses,Accessories,90,WY,S,Purple,Winter,2.6,No,Free Shipping,No,No,2,Debit Card,Fortnightly
2003,31,Male,Shirt,Clothing,65,NY,M,Red,Summer,2.7,No,Express,No,No,19,PayPal,Every 3 Months
2004,68,Male,Sneakers,Footwear,72,ME,S,Blue,Spring,3.1,No,Express,No,No,32,Cash,Quarterly
2005,44,Male,Shoes,Footwear,70,GA,L,Blue,Fall,3.2,No,2-Day Shipping,No,No,13,Cash,Bi-Weekly
2006,18,Male,Sandals,Footwear,82,TN,M,Cyan,Winter,3.4,No,Store Pickup,No,No,30,PayPal,Fortnightly
2007,58,Male,Scarf,Accessories,97,NM,S,Pink,Fall,4.4,No,Express,No,No,2,Credit Card,Annually
2008,26,Male,Shirt,Clothing,25,VA,M,Silver,Summer,3.2,No,2-Day Shipping,No,No,8,PayPal,Quarterly
2009,57,Male,Skirt,Clothing,48,FL,M,Gray,Spring,2.5,No,Free Shipping,No,No,27,PayPal,Every 3 Months
2010,37,Male,Boots,Footwear,99,AL,M,Indigo,Summer,3.8,No,Next Day Air,No,No,26,Venmo,Bi-Weekly
2011,24,Male,Sweater,Clothing,21,TX,M,Maroon,Summer,4.4,No,2-Day Shipping,No,No,3,Debit Card,Bi-Weekly
2012,57,Male,Sandals,Footwear,94,WV,M,Beige,Spring,3.7,No,Express,No,No,4,Bank Transfer,Monthly
2013,48,Male,Jeans,Clothing,53,NV,L,Green,Fall,3.2,No,Store Pickup,No,No,5,Cash,Fortnightly
2014,39,Male,Backpack,Accessories,70,VA,M,Peach,Winter,4.9,No,Standard,No,No,25,Debit Card,Quarterly
2015,51,Male,Skirt,Clothing,26,WI,L,Black,Summer,3.9,No,Standard,No,No,47,PayPal,Bi-Weekly
2016,57,Male,Belt,Accessories,82,VA,S,Pink,Summer,4.5,No,Next Day Air,No,No,8,Credit Card,Fortnightly
2017,53,Male,Shoes,Footwear,47,ME,S,Violet,Winter,3.4,No,Standard,No,No,20,Debit Card,Fortnightly
2018,70,Male,Socks,Clothing,32,MA,S,Green,Winter,4.1,No,Next Day Air,No,No,42,Bank Transfer,Every 3 Months
2019,60,Male,Backpack,Accessories,97,AR,S,Gold,Fall,4.5,No,Store Pickup,No,No,20,Bank Transfer,Weekly
2020,31,Male,Shirt,Clothing,68,ID,S,Red,Winter,4.7,No,Store Pickup,No,No,23,Cash,Fortnightly
2021,41,Male,Sweater,Clothing,23,PA,M,Beige,Winter,4.8,No,Next Day Air,No,No,26,Cash,Quarterly
2022,62,Male,Handbag,Accessories,33,ME,M,Green,Winter,4.4,No,Standard,No,No,48,Venmo,Quarterly
2023,59,Male,Jewelry,Accessories,38,AL,S,Black,Winter,4.0,No,Store Pickup,No,No,16,Cash,Bi-Weekly
2024,46,Male,Socks,Clothing,68,ID,S,Teal,Winter,4.1,No,Store Pickup,No,No,28,Cash,Bi-Weekly
2025,62,Male,Socks,Clothing,23,AR,L,Silver,Fall,3.7,No,Express,No,No,39,PayPal,Weekly
2026,42,Male,Shirt,Clothing,29,DE,M,Turquoise,Summer,3.0,No,Express,No,No,43,Debit Card,Fortnightly
2027,37,Male,Scarf,Accessories,35,ME,M,Orange,Winter,3.6,No,Express,No,No,45,Bank Transfer,Every 3 Months
2028,50,Male,Shoes,Footwear,73,NE,S,Gold,Fall,4.8,No,Standard,No,No,50,Credit Card,Every 3 Months
2029,29,Male,Shoes,Footwear,84,OH,XL,Purple,Fall,3.7,No,2-Day Shipping,No,No,10,Venmo,Bi-Weekly
2030,25,Male,Scarf,Accessories,23,MT,M,Pink,Spring,4.6,No,Next Day Air,No,No,40,PayPal,Quarterly
2031,66,Male,Sunglasses,Accessories,67,NM,S,Green,Summer,2.8,No,Standard,No,No,38,Credit Card,Monthly
2032,21,Male,Socks,Clothing,51,NC,L,Charcoal,Spring,4.0,No,Standard,No,No,2,Credit Card,Monthly
2033,46,Male,Blouse,Clothing,36,SC,M,Maroon,Winter,4.2,No,Next Day Air,No,No,13,Cash,Annually
2034,57,Male,Jeans,Clothing,55,IL,L,Olive,Summer,3.6,No,Express,No,No,33,Venmo,Annually
2035,61,Male,Shorts,Clothing,30,AL,M,Peach,Spring,2.9,No,Store Pickup,No,No,27,PayPal,Monthly
2036,53,Male,T-shirt,Clothing,70,OK,S,Yellow,Summer,4.1,No,Express,No,No,43,Bank Transfer,Weekly
2037,37,Male,Blouse,Clothing,63,MN,S,Lavender,Winter,3.1,No,Next Day Air,No,No,46,Cash,Weekly
2038,39,Male,Belt,Accessories,87,IL,S,Green,Summer,4.3,No,Express,No,No,7,Venmo,Bi-Weekly
2039,53,Male,Blouse,Clothing,70,AR,L,Orange,Spring,4.4,No,Next Day Air,No,No,35,Credit Card,Fortnightly
2040,35,Male,T-shirt,Clothing,51,MN,M,Olive,Spring,3.1,No,Next Day Air,No,No,31,Debit Card,Bi-Weekly
2041,69,Male,Jewelry,Accessories,25,SC,XL,Gray,Spring,2.9,No,Free Shipping,No,No,42,Venmo,Quarterly
2042,66,Male,Jacket,Outerwear,32,NY,S,Lavender,Winter,3.2,No,Next Day Air,No,No,14,PayPal,Bi-Weekly
2043,19,Male,Shoes,Footwear,52,AL,M,Red,Spring,4.0,No,2-Day Shipping,No,No,35,Venmo,Monthly
2044,47,Male,Gloves,Accessories,33,NY,M,Charcoal,Summer,2.7,No,Standard,No,No,49,PayPal,Weekly
2045,49,Male,Jeans,Clothing,68,MO,L,Orange,Spring,3.0,No,Free Shipping,No,No,17,PayPal,Fortnightly
2046,31,Male,Jewelry,Accessories,20,GA,M,Red,Fall,4.4,No,Express,No,No,26,PayPal,Quarterly
2047,39,Male,Pants,Clothing,32,OK,M,Maroon,Winter,2.8,No,Free Shipping,No,No,30,Cash,Every 3 Months
2048,58,Male,Jewelry,Accessories,82,CT,M,Silver,Summer,3.1,No,Store Pickup,No,No,32,Cash,Annually
2049,45,Male,Sneakers,Footwear,64,MI,XL,Pink,Winter,3.9,No,Express,No,No,35,Bank Transfer,Quarterly
2050,68,Male,Boots,Footwear,24,RI,L,Blue,Fall,2.7,No,Standard,No,No,15,Venmo,Annually
2051,35,Male,Hat,Accessories,96,MS,M,Teal,Summer,3.4,No,Store Pickup,No,No,10,Debit Card,Annually
2052,65,Male,T-shirt,Clothing,94,MA,L,Black,Spring,3.8,No,Free Shipping,No,No,14,Credit Card,Monthly
2053,45,Male,Backpack,Accessories,48,NH,M,Gray,Winter,3.7,No,2-Day Shipping,No,No,30,Bank Transfer,Annually
2054,19,Male,Sunglasses,Accessories,60,WY,S,Purple,Spring,4.5,No,2-Day Shipping,No,No,16,Credit Card,Fortnightly
2055,65,Male,Sweater,Clothing,56,NJ,XL,Gold,Spring,2.9,No,Express,No,No,14,PayPal,Annually
2056,28,Male,Handbag,Accessories,33,TX,M,Silver,Fall,3.4,No,2-Day Shipping,No,No,28,Bank Transfer,Weekly
2057,55,Male,Backpack,Accessories,46,MN,L,Blue,Spring,4.4,No,2-Day Shipping,No,No,29,PayPal,Monthly
2058,66,Male,Socks,Clothing,37,SD,L,Yellow,Spring,4.2,No,Standard,No,No,5,PayPal,Every 3 Months
2059,29,Male,Shirt,Clothing,98,WA,M,Brown,Winter,3.3,No,Store Pickup,No,No,17,Bank Transfer,Quarterly
2060,56,Male,Shorts,Clothing,50,CA,XL,Beige,Spring,3.7,No,Express,No,No,50,PayPal,Weekly
2061,21,Male,Belt,Accessories,63,WI,M,Blue,Fall,3.2,No,Next Day Air,No,No,23,Bank Transfer,Quarterly
2062,32,Male,Sweater,Clothing,70,MI,S,Magenta,Summer,2.6,No,Store Pickup,No,No,22,Debit Card,Annually
2063,54,Male,Coat,Outerwear,63,SC,L,Silver,Fall,2.8,No,Standard,No,No,15,Cash,Quarterly
2064,61,Male,Shorts,Clothing,86,IN,M,Cyan,Fall,2.9,No,Standard,No,No,32,Cash,Monthly
2065,31,Male,Shoes,Footwear,99,AR,M,Green,Summer,4.0,No,2-Day Shipping,No,No,5,Bank Transfer,Monthly
2066,27,Male,Sneakers,Footwear,40,OR,M,Blue,Spring,2.9,No,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly
2067,64,Male,Sneakers,Footwear,92,IL,M,Olive,Fall,4.7,No,Store Pickup,No,No,44,Debit Card,Fortnightly
2068,60,Male,Pants,Clothing,21,MD,XL,Beige,Fall,3.1,No,2-Day Shipping,No,No,23,Cash,Fortnightly
2069,70,Male,Jewelry,Accessories,81,VT,XL,Black,Summer,3.9,No,Store Pickup,No,No,44,Venmo,Monthly
2070,36,Male,T-shirt,Clothing,82,TX,M,Indigo,Fall,3.4,No,Free Shipping,No,No,3,Debit Card,Quarterly
2071,56,Male,Jewelry,Accessories,88,NE,XL,Red,Spring,3.1,No,Express,No,No,14,Cash,Monthly
2072,69,Male,Jacket,Outerwear,100,SC,S,Yellow,Fall,4.8,No,Store Pickup,No,No,37,PayPal,Quarterly
2073,39,Male,Backpack,Accessories,66,MA,M,Beige,Winter,3.9,No,Next Day Air,No,No,22,Bank Transfer,Weekly
2074,38,Male,Belt,Accessories,25,TX,S,Green,Winter,3.5,No,Next Day Air,No,No,2,PayPal,Every 3 Months
2075,36,Male,Scarf,Accessories,53,FL,M,White,Summer,3.1,No,Free Shipping,No,No,44,Debit Card,Fortnightly
2076,46,Male,Sweater,Clothing,28,SC,S,Turquoise,Fall,4.7,No,Express,No,No,49,Debit Card,Monthly
2077,59,Male,Gloves,Accessories,23,FL,S,Indigo,Fall,4.6,No,Free Shipping,No,No,22,Debit Card,Bi-Weekly
2078,64,Male,Scarf,Accessories,34,NE,L,Orange,Fall,3.3,No,Free Shipping,No,No,26,Bank Transfer,Annually
2079,49,Male,Dress,Clothing,42,HI,M,Blue,Spring,3.2,No,Next Day Air,No,No,40,Debit Card,Weekly
2080,32,Male,Jeans,Clothing,24,MT,L,Violet,Summer,3.1,No,Next Day Air,No,No,16,PayPal,Quarterly
2081,29,Male,Sunglasses,Accessories,47,SD,S,Gray,Fall,3.5,No,Free Shipping,No,No,17,Debit Card,Bi-Weekly
2082,24,Male,Coat,Outerwear,78,AL,S,Cyan,Spring,4.3,No,Standard,No,No,48,Bank Transfer,Bi-Weekly
2083,41,Male,Jeans,Clothing,89,AR,M,Yellow,Summer,2.9,No,Free Shipping,No,No,28,Venmo,Every 3 Months
2084,41,Male,Scarf,Accessories,59,MS,L,Orange,Fall,2.7,No,Store Pickup,No,No,26,Credit Card,Fortnightly
2085,32,Male,Blouse,Clothing,94,VT,S,Brown,Summer,4.0,No,Standard,No,No,43,Bank Transfer,Quarterly
2086,69,Male,Jeans,Clothing,49,NY,M,Teal,Fall,4.6,No,Free Shipping,No,No,38,Debit Card,Weekly
2087,65,Male,Dress,Clothing,89,ND,L,Beige,Summer,4.7,No,2-Day Shipping,No,No,36,Cash,Every 3 Months
2088,54,Male,Hat,Accessories,91,WI,M,Blue,Summer,4.7,No,Standard,No,No,1,Credit Card,Weekly
2089,39,Male,Sandals,Footwear,89,CA,L,Orange,Spring,4.0,No,Standard,No,No,49,Debit Card,Annually
2090,37,Male,Jacket,Outerwear,57,MD,L,Gold,Spring,3.6,No,Free Shipping,No,No,41,Credit Card,Every 3 Months
2091,51,Male,Socks,Clothing,71,MA,S,Teal,Winter,3.4,No,Free Shipping,No,No,21,Debit Card,Monthly
2092,26,Male,Jeans,Clothing,97,WA,XL,Beige,Fall,3.0,No,Next Day Air,No,No,24,Bank Transfer,Quarterly
2093,42,Male,Sandals,Footwear,45,MN,M,Silver,Fall,2.6,No,Next Day Air,No,No,27,Bank Transfer,Weekly
2094,21,Male,Dress,Clothing,91,WA,M,Maroon,Spring,4.2,No,Store Pickup,No,No,4,Debit Card,Annually
2095,53,Male,Socks,Clothing,25,SC,M,Indigo,Spring,3.4,No,Standard,No,No,19,Venmo,Annually
2096,36,Male,Hoodie,Clothing,63,NM,M,Gray,Fall,4.0,No,Store Pickup,No,No,1,Bank Transfer,Fortnightly
2097,21,Male,Dress,Clothing,52,NC,L,Blue,Summer,4.7,No,Free Shipping,No,No,27,Debit Card,Annually
2098,33,Male,Sneakers,Footwear,43,IA,S,Cyan,Winter,3.9,No,Next Day Air,No,No,5,Credit Card,Weekly
2099,49,Male,T-shirt,Clothing,28,LA,M,White,Summer,3.3,No,2-Day Shipping,No,No,20,Venmo,Quarterly
2100,31,Male,T-shirt,Clothing,78,OK,L,Green,Summer,2.9,No,Express,No,No,50,PayPal,Annually
2101,68,Male,Sweater,Clothing,31,MI,M,Silver,Spring,4.4,No,Free Shipping,No,No,36,Cash,Fortnightly
2102,49,Male,Shirt,Clothing,23,OR,M,Blue,Winter,3.6,No,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly
2103,23,Male,Hat,Accessories,25,ID,M,Brown,Spring,4.5,No,Store Pickup,No,No,23,Cash,Monthly
2104,30,Male,Pants,Clothing,86,IN,S,Red,Summer,3.7,No,Store Pickup,No,No,21,Venmo,Weekly
2105,53,Male,Shoes,Footwear,88,NM,M,Gold,Spring,2.8,No,Free Shipping,No,No,47,Venmo,Weekly
2106,65,Male,Gloves,Accessories,35,SC,M,Silver,Spring,4.5,No,Free Shipping,No,No,38,Venmo,Bi-Weekly
2107,60,Male,Jewelry,Accessories,34,VT,M,Gray,Fall,4.4,No,Standard,No,No,40,Credit Card,Every 3 Months
2108,46,Male,Pants,Clothing,75,DE,M,Black,Winter,3.3,No,Standard,No,No,35,PayPal,Quarterly
2109,54,Male,Hoodie,Clothing,46,ND,XL,Beige,Winter,4.2,No,Express,No,No,4,Credit Card,Quarterly
2110,59,Male,Jewelry,Accessories,31,CA,L,Peach,Fall,2.7,No,Free Shipping,No,No,28,Venmo,Every 3 Months
2111,52,Male,Socks,Clothing,93,MT,L,Cyan,Spring,3.9,No,Store Pickup,No,No,36,Debit Card,Every 3 Months
2112,41,Male,Sunglasses,Accessories,85,MO,XL,Pink,Spring,2.6,No,Free Shipping,No,No,15,Bank Transfer,Annually
2113,43,Male,Belt,Accessories,68,TN,M,Lavender,Fall,4.5,No,2-Day Shipping,No,No,7,Cash,Fortnightly
2114,63,Male,Dress,Clothing,40,VA,M,Brown,Spring,2.7,No,Store Pickup,No,No,29,PayPal,Every 3 Months
2115,37,Male,Shirt,Clothing,51,VT,M,Magenta,Winter,2.9,No,Standard,No,No,12,Debit Card,Annually
2116,44,Male,Scarf,Accessories,85,RI,M,Violet,Winter,3.4,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly
2117,67,Male,Jacket,Outerwear,23,KS,M,Teal,Summer,2.9,No,Express,No,No,50,Debit Card,Bi-Weekly
2118,27,Male,Dress,Clothing,28,CO,L,Brown,Summer,3.8,No,Free Shipping,No,No,11,Debit Card,Annually
2119,60,Male,Socks,Clothing,44,GA,M,Olive,Fall,4.2,No,2-Day Shipping,No,No,28,Debit Card,Quarterly
2120,58,Male,Jewelry,Accessories,57,NE,M,Indigo,Spring,3.5,No,Store Pickup,No,No,36,Venmo,Bi-Weekly
2121,53,Male,Scarf,Accessories,98,MO,S,Red,Fall,3.1,No,Next Day Air,No,No,38,PayPal,Quarterly
2122,43,Male,Backpack,Accessories,68,AK,M,Olive,Winter,3.5,No,2-Day Shipping,No,No,32,Bank Transfer,Monthly
2123,32,Male,Jacket,Outerwear,36,VA,L,Teal,Fall,4.0,No,Express,No,No,42,Debit Card,Weekly
2124,54,Male,Coat,Outerwear,71,NE,L,Cyan,Spring,3.7,No,Express,No,No,22,Debit Card,Bi-Weekly
2125,47,Male,Skirt,Clothing,60,RI,M,Teal,Fall,4.2,No,Next Day Air,No,No,22,Venmo,Quarterly
2126,57,Male,Coat,Outerwear,87,NH,M,Beige,Fall,4.8,No,Store Pickup,No,No,31,PayPal,Quarterly
2127,63,Male,Shoes,Footwear,38,AL,XL,Magenta,Winter,4.1,No,Express,No,No,28,Credit Card,Monthly
2128,70,Male,Boots,Footwear,45,NC,M,Indigo,Spring,4.5,No,2-Day Shipping,No,No,40,Debit Card,Weekly
2129,62,Male,Coat,Outerwear,47,NM,L,Cyan,Fall,2.7,No,2-Day Shipping,No,No,21,PayPal,Weekly
2130,40,Male,Skirt,Clothing,57,MN,L,Orange,Fall,2.8,No,Store Pickup,No,No,12,PayPal,Every 3 Months
2131,25,Male,Backpack,Accessories,68,AZ,L,Violet,Summer,3.7,No,Free Shipping,No,No,33,Credit Card,Annually
2132,19,Male,Shorts,Clothing,52,MT,M,Red,Fall,3.6,No,Express,No,No,9,Bank Transfer,Fortnightly
2133,25,Male,Skirt,Clothing,87,VT,M,Magenta,Fall,4.7,No,2-Day Shipping,No,No,15,Debit Card,Weekly
2134,21,Male,Hat,Accessories,34,ME,M,Olive,Summer,3.8,No,Standard,No,No,13,Bank Transfer,Annually
2135,55,Male,Sandals,Footwear,41,VA,XL,Maroon,Winter,2.9,No,Standard,No,No,35,Credit Card,Fortnightly
2136,34,Male,Sunglasses,Accessories,94,CA,S,Yellow,Winter,4.6,No,Next Day Air,No,No,1,Debit Card,Every 3 Months
2137,47,Male,Sunglasses,Accessories,93,NY,M,Red,Summer,2.8,No,Standard,No,No,25,Bank Transfer,Fortnightly
2138,27,Male,Socks,Clothing,51,IN,XL,Purple,Winter,4.6,No,2-Day Shipping,No,No,20,Credit Card,Every 3 Months
2139,67,Male,Sweater,Clothing,42,MS,M,Teal,Fall,2.8,No,Next Day Air,No,No,36,Venmo,Quarterly
2140,40,Male,Boots,Footwear,95,NY,M,Red,Winter,3.0,No,Free Shipping,No,No,33,Cash,Weekly
2141,53,Male,Handbag,Accessories,90,NM,M,Brown,Fall,3.7,No,Standard,No,No,36,Cash,Fortnightly
2142,24,Male,Dress,Clothing,98,KY,M,Peach,Winter,4.1,No,2-Day Shipping,No,No,32,PayPal,Annually
2143,47,Male,Hat,Accessories,39,ND,M,Maroon,Winter,4.3,No,Next Day Air,No,No,21,Venmo,Quarterly
2144,53,Male,Sandals,Footwear,66,AR,L,Red,Fall,3.8,No,Next Day Air,No,No,48,Venmo,Bi-Weekly
2145,47,Male,Shoes,Footwear,23,MD,L,Orange,Winter,3.7,No,Free Shipping,No,No,25,PayPal,Quarterly
2146,38,Male,Skirt,Clothing,73,CT,S,White,Winter,4.8,No,Standard,No,No,32,PayPal,Annually
2147,48,Male,Sunglasses,Accessories,23,UT,XL,White,Summer,4.6,No,Standard,No,No,45,PayPal,Every 3 Months
2148,47,Male,Skirt,Clothing,43,MO,S,Charcoal,Fall,4.8,No,Standard,No,No,4,Cash,Fortnightly
2149,19,Male,T-shirt,Clothing,45,NE,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,No,19,PayPal,Bi-Weekly
2150,38,Male,Sandals,Footwear,21,HI,L,Orange,Winter,4.0,No,Standard,No,No,1,Bank Transfer,Weekly
2151,57,Male,Shirt,Clothing,40,IL,M,Orange,Spring,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly
2152,70,Male,Jeans,Clothing,58,VT,L,Brown,Fall,2.6,No,2-Day Shipping,No,No,18,Venmo,Monthly
2153,38,Male,Shorts,Clothing,48,NJ,L,Magenta,Summer,4.5,No,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly
2154,35,Male,Shirt,Clothing,94,KY,M,Violet,Fall,4.2,No,Free Shipping,No,No,31,PayPal,Annually
2155,46,Male,Scarf,Accessories,74,WY,M,Violet,Spring,3.4,No,Store Pickup,No,No,33,Cash,Every 3 Months
2156,32,Male,Handbag,Accessories,51,HI,L,Yellow,Fall,3.7,No,Store Pickup,No,No,46,PayPal,Monthly
2157,38,Male,Skirt,Clothing,83,MO,M,Maroon,Winter,3.6,No,Next Day Air,No,No,41,Debit Card,Bi-Weekly
2158,41,Male,Handbag,Accessories,68,MS,L,Turquoise,Winter,4.0,No,Next Day Air,No,No,41,Venmo,Fortnightly
2159,19,Male,Gloves,Accessories,84,MA,XL,Olive,Spring,4.6,No,Standard,No,No,9,Bank Transfer,Fortnightly
2160,18,Male,Shirt,Clothing,58,LA,M,Peach,Fall,3.0,No,Free Shipping,No,No,34,Cash,Annually
2161,45,Male,Blouse,Clothing,92,WV,L,Charcoal,Winter,3.3,No,Express,No,No,21,PayPal,Annually
2162,23,Male,Dress,Clothing,69,WA,S,Peach,Summer,3.8,No,Express,No,No,5,Debit Card,Fortnightly
2163,60,Male,Shorts,Clothing,48,OR,S,Black,Summer,2.7,No,Free Shipping,No,No,32,PayPal,Weekly
2164,52,Male,Shoes,Footwear,60,NY,L,Gray,Spring,4.5,No,Express,No,No,44,Bank Transfer,Monthly
2165,42,Male,Sandals,Footwear,20,IA,S,Olive,Winter,4.8,No,Next Day Air,No,No,46,PayPal,Bi-Weekly
2166,29,Male,Pants,Clothing,55,ID,M,Turquoise,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months
2167,31,Male,Jacket,Outerwear,88,NJ,S,Purple,Spring,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly
2168,30,Male,Skirt,Clothing,48,OH,L,Green,Winter,4.9,No,Standard,No,No,33,Venmo,Fortnightly
2169,23,Male,Handbag,Accessories,74,CT,M,Beige,Spring,4.1,No,Next Day Air,No,No,32,Cash,Quarterly
2170,31,Male,Coat,Outerwear,42,FL,M,Brown,Fall,2.9,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
2171,40,Male,Sweater,Clothing,32,SC,M,Turquoise,Fall,4.0,No,Next Day Air,No,No,37,Venmo,Every 3 Months
2172,39,Male,Shorts,Clothing,98,MO,M,Yellow,Summer,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly
2173,28,Male,Skirt,Clothing,89,RI,S,Lavender,Fall,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly
2174,23,Male,Gloves,Accessories,97,DE,S,Cyan,Summer,5.0,No,2-Day Shipping,No,No,36,Venmo,Quarterly
2175,42,Male,Backpack,Accessories,49,CO,S,Olive,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually
2176,68,Male,Dress,Clothing,50,NE,M,Silver,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly
2177,24,Male,Belt,Accessories,91,VT,S,Red,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly
2178,24,Male,Gloves,Accessories,93,MT,XL,Green,Winter,3.0,No,Express,No,No,9,PayPal,Bi-Weekly
2179,21,Male,Jewelry,Accessories,98,FL,M,Gold,Summer,4.7,No,Standard,No,No,32,Venmo,Annually
2180,49,Male,Socks,Clothing,82,DE,L,Lavender,Fall,2.9,No,Next Day Air,No,No,14,PayPal,Monthly
2181,41,Male,Coat,Outerwear,37,CT,M,Yellow,Summer,4.1,No,Store Pickup,No,No,43,Cash,Quarterly
2182,22,Male,Handbag,Accessories,63,HI,M,Black,Fall,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly
